id,jobs,firms,salary,nums0
100,Java /大数据开发工程师,三盟科技股份有限公司,1.5-2.2万/月,若干
101,Java开发工程师（3年相关经验）,陕西通为科技有限公司,0.8-1.2万/月,若干
102,Java开发工程师,西安数之元网络科技有限公司,0.6-1.5万/月,1
103,Java高级软件工程师,电讯盈科 西安,1.5-1.8万/月,1
104,高级java研发工程师,北京明朝万达科技股份有限公司,1-2万/月,若干
105,Java架构师,西安活跃网络有限公司,4-5万/月,1
106,Java开发工程师,西安澳鹏网络科技有限公司,0.8-1.5万/月,2
107,Java开发工程师,北京信安世纪科技股份有限公司,0.8-1万/月,4
108,JAVA软件工程师,西安亨顿软件技术有限公司,0.6-1.8万/月,2
109,Java开发工程师,厦门唐普信息技术有限公司,0.6-2.5万/月,10
110,Java系统架构师,陕西瑞迅电子信息技术有限公司,1-1.5万/月,1
111,Java开发专员,盛鼎轩商贸,6-8千/月,2
112,JAVA高级工程师（双休五险一金）,西安创新中小企业应收账款管理有限公司,1.5-2万/月,2
113,Java开发工程师,南京汇龙科技有限公司,5-8千/月,4
114,Java Web开发工程师,北京继教网教育科技发展有限公司,0.8-1万/月,1
115,Java开发专员（高基薪+双休餐补）,掌上时代科技,4.5-6千/月,2
116,软件工程师java,西安听波商贸有限公司,0.8-1万/月,2
117,Java开发工程师,西安远古信息科技股份有限公司,1-2万/月,1
118,Java高级开发工程师,陕西星海信息工程有限责任公司,0.5-1.2万/月,若干
119,Java初级开发工程师,西安丝路软件有限责任公司,4.5-6千/月,5
120,Java高级开发工程师,西安新视窗科技有限公司,0.8-1.5万/月,若干
121,Java架构师,陕西朗正环保科技有限公司,0.6-1万/月,1
122,Java开发工程师（急招）,南京启征信息技术有限公司,5-8千/月,5
123,大数据JAVA开发工程师,通联商务服务有限公司,1-1.5万/月,若干
124,Java开发工程师,西安商通软件有限责任公司,0.4-1万/月,3
125,高级JAVA后台开发工程师,陕西巨子生物技术有限公司,0.6-1.5万/月,6
126,Java开发工程师,嘉洋智慧安全生产科技发展（北京）有限公司,5-8千/月,6
127,赴日java软件开发工程师,大连维思创新科技有限公司,1.5-3万/月,5
128,java/.net/web/大数据软件工程师,陕西省商务技术学校,15-20万/年,5
129,中高级JAVA开发工程师,陕西省君凯电子科技有限公司,0.8-1.6万/月,4
130,Java中级开发工程师,中科聚信信息技术（北京）有限公司,1.3-2.5万/月,5
131,高级JAVA软件工程师,深圳市中创星通科技有限公司,0.7-1.5万/月,5
132,Java开发工程师,陕西纬象科技有限公司,0.8-1万/月,1
133,Java开发工程师,中兴仪器（深圳）有限公司,0.8-1万/月,2
134,Java中级开发工程师,西安大市道网络科技有限责任公司,0.6-1万/月,若干
135,初级JAVA开发工程师,西安智徽信息工程有限公司,4-7千/月,若干
136,JAVA软件开发工程师,陕西浦思金融网络科技有限公司,0.8-1万/月,5
137,Java开发工程师 (双休）,西安朗晟电子科技有限公司,4.5-6千/月,3
138,Java Developer h,广州尚宸企业管理顾问有限公司,2.5-3万/月,若干
139,Java开发工程师,西安卓睿信息技术有限公司,4.5-6千/月,5
140,Java开发工程师,陕西赛富网络科技有限责任公司,6-8千/月,2
141,JAVA全栈开发工程师,上海速邦信息科技有限公司,0.8-1.5万/月,10
142,Java中级开发工程师,北京德天博诚科技有限公司,0.8-1万/月,5
143,Java开发工程师,西安恪诚电子科技有限公司,0.8-1万/月,3
144,Java开发工程师,西安云雀软件有限公司,5-8千/月,2
145,中级java软件开发工程师,上海冰智通讯网络有限公司,1-1.5万/月,2
146,Java开发工程师,上海阅维信息科技有限公司,0.8-1.6万/月,3
147,Java开发工程师,西安寒武纪信息科技有限公司,0.8-1.3万/月,若干
148,Java 研发工程师,上海易谷网络科技股份有限公司,0.6-1.2万/月,若干
149,Java开发工程师,西安增材制造国家研究院有限公司,0.7-1.4万/月,3
150,Java开发工程师,泛微北京,5-8千/月,5
151,Java高级开发工程师,陕西锦图企业管理咨询有限责任公司,20-30万/年,1
152,Java开发工程师,创业软件股份有限公司,1-1.5万/月,2
153,Java开发工程师,西安华创人力资源管理咨询有限公司,1.5-2万/月,若干
154,Java开发实习生,西安东华软件有限公司,3-5千/月,5
155,JAVA高级开发工程师,上海哥瑞利软件有限公司,0.8-1.5万/月,2
156,web前端java转NodeJs工程师,西安维塑智能科技有限公司,0.6-1万/月,1
157,java中级软件工程师,北京军地联合信息技术研究发展中心（有限合伙）,1-1.5万/月,15
158,Java开发工程师,IBM China,1-2万/月,5
159,Java开发工程师,南京美聚集电子商务股份有限公司西安分公司,0.6-1.2万/月,1
160,高级Java软件工程师,江苏睿博信息科技有限公司,0.7-1.4万/月,1
161,Java开发工程师（西安）,南京君合创胜数据科技有限责任公司,8-20万/年,4
162,Java中高级开发工程师,西安亿阳信通软件科技发展有限公司,1-1.5万/月,2
163,Java开发经理,上海师悦信息科技有限公司西安分公司,1-2万/月,2
164,JAVA高级程序员,利驰软件,0.8-1.2万/月,1
165,Java开发工程师,西安缤纷鸟少儿美术培训中心,0.5-1万/月,2
166,Java backend developer,西安思科特软件有限公司,0.8-1万/月,1
167,Java高级工程师(项目经理),西安三态电子商务有限公司,1.5-2.5万/月,1
168,Java开发工程师,杭州世平信息科技有限公司,0.8-1.5万/月,4
169,Java高级开发工程师（西安）,北京中海华晟信息技术有限公司西安分公司,1-1.5万/月,2
170,高级Java工程师-西安,北京小鱼易连科技有限公司,1-2万/月,1
171,Java开发工程师,深圳市金证科技股份有限公司,0.8-1.4万/月,3
172,JAVA软件开发工程师,金蝶软件西安分公司,3.5-8千/月,3
173,Java中级开发工程师(西安）,杭州鑫蜂维网络科技有限公司,0.7-1.2万/月,3
174,JAVA 初中级软件工程师,上扬软件（上海）有限公司,0.7-1.4万/月,20
175,Java软件开发工程师-金融方向,上海携宁计算机科技股份有限公司,5-7千/月,20
176,JAVA系统架构师,西安启软电子信息系统有限公司,0.8-1.5万/月,1
177,Java高级开发工程师,陕西星邑空间技术有限公司,1.5-2万/月,2
178,Java高级开发工程师,上海米赋网络科技有限公司,0.8-1.5万/月,1
179,Java开发工程师,广州中爆数字信息科技股份有限公司,0.8-1万/月,5
180,JAVA开发工程师（西安）,北京摩卡软件有限公司,6-8千/月,2
181,Java web软件工程师,南京烽火星空通信发展有限公司,1.5-2.5万/月,10
182,Java开发工程师,陕西西部资信股份有限公司,6-8千/月,若干
183,金融软件高级Java开发工程师,江苏润和软件股份有限公司,1.5-2万/月,3
184,Java开发工程师（西安）,用友金融信息技术股份有限公司,0.8-1.2万/月,3
185,JAVA软件开发工程师x,上海隆耀网络科技有限公司,6-8千/月,3
186,中级JAVA开发工程师（西安）,福建博思软件股份有限公司,0.8-1.6万/月,15
187,Java高级开发工程师,西安汇景倬元信息技术有限公司,1.5-2万/月,3
188,Java开发（19届校招）,西安新路网络科技有限公司,7.5-9千/月,6
189,Java开发工程师,酷渲（北京）科技有限公司,0.8-1.5万/月,2
190,中高级Java开发工程师（西安）dqz(职位编号：dq2),北京思路创新科技有限公司,0.8-1.5万/月,2
191,Java开发工程师,中科软科技股份有限公司,0.5-1.2万/月,5
192,java技术顾问,海鸿达（北京）餐饮管理有限公司,1-1.5万/月,1
193,Java中级开发工程师,北京空间畅想信息技术有限责任公司,1-2万/月,若干
194,高薪诚聘JAVA讲师,西安中软卓越信息技术有限公司,6-8千/月,1
195,IT培训讲师（JAVA）,北京中公教育科技股份有限公司,1-1.5万/月,15
196,JAVA开发工程师,汉思信息技术有限公司,0.5-1万/月,若干
197,Java高级开发工程师,青海宝讯溯源网络科技有限公司西安分公司,0.6-1万/月,若干
198,Java开发工程师,杭州鸿泉物联网技术股份有限公司,0.9-1.8万/月,4
199,Java高级开发工程师,圆通速递有限公司,1.8-2.4万/月,8
200,初级JAVA工程师,北京联龙博通电子商务技术有限公司,6-8千/月,1
201,Java高级开发工程师,广州思迈特软件有限公司,1.2-1.8万/月,3
202,Java开发工程师,西安瑞宝电子科技有限公司,0.5-1万/月,4
203,Java开发工程师,北京裕翔创力科技有限责任公司,1-1.5万/月,10
204,Java软件开发工程师,陕西国驿软件科技有限公司,0.4-1.5万/月,12
205,Java开发工程师,深圳市讯方技术股份有限公司,0.7-1.5万/月,5
206,Java Web开发工程师(职位编号：02),西安德雅通科技有限公司,6-9.9千/月,4
207,高级JAVA软件工程师,上海烈冰生物医药科技有限公司,0.8-1.2万/月,2
208,Java开发工程师,上海远行供应链管理（集团）有限公司,0.6-1.2万/月,3
209,应用开发岗位（java）,西安融联网络科技有限公司,4.5-6千/月,6
210,（某500强知名企业）高级JAVA开发工程师,西安瀚特人力资源有限公司,1.5-2万/月,若干
211,Java开发工程师,北京先进数通信息技术股份公司,6-8千/月,5
212,JAVA开发工程师（中/高级）,上海罗盘信息科技有限公司,6-8千/月,5
213,Java开发工程师,上海中城卫保安服务集团有限公司陕西分公司,6-8千/月,1
214,�I�I�I Java 开发经理 �I�I�I,小马股份有限公司西安分公司,1-1.8万/月,2
215,高级Java软件工程师,上海中交海德交通科技股份有限公司,1-1.5万/月,5
216,西安-java软件工程师,珠海世纪鼎利科技股份有限公司,1-1.5万/月,1
217,Java开发工程师,中江联合（北京）科技有限公司,0.8-1万/月,5
218,Java高级研发工程师,西安中服软件有限公司,1-1.5万/月,若干
219,高级JAVA工程师,北京时代一峰信息技术有限公司,0.8-1.2万/月,5
220,Java高级开发工程师,深圳市德卡科技股份有限公司,1.5-2万/月,3
221,Java高级工程师/架构师,陕西特辰信息技术有限公司,10-15万/年,1
222,高级JAVA开发工程师,和利时集团--西安和利时,1-1.5万/月,若干
223,Java开发工程师,杭州百世伽信息科技有限公司,0.6-1万/月,2
224,Java开发工程师,苏迪科技,5-8千/月,2
225,JAVA开发工程师,北京量子伟业信息技术股份有限公司,0.8-1.2万/月,1
226,Java开发工程师,北京爱可生信息技术股份有限公司,0.7-1.5万/月,50
227,高级JAVA开发工程师（西安）,浙江正元智慧科技股份有限公司,1-1.8万/月,2
228,Java架构师,北京天源迪科信息技术有限公司,1.5-2万/月,1
229,Java高级开发工程师,深圳天源迪科信息技术股份有限公司驻西安办事处,1-1.5万/月,4
230,Java开发工程师,上海捷羿软件系统有限公司,0.5-1万/月,5
231,Java高级开发工程师,西安富立叶微电子有限责任公司,1-1.5万/月,1
232,急聘中高级JAVA软件工程师,宁波易简电子科技有限公司,0.9-1.7万/月,6
233,JAVA开发工程师,西安恒谦教育科技股份有限公司,0.8-1.5万/月,2
234,JAVA开发工程师(职位编号：tiancom000559),广州天维信息技术股份有限公司,0.6-1万/月,5
235,JAVA高级开发工程师,西安博达软件股份有限公司,1.2-1.5万/月,2
236,Java开发工程师-西安（三汇数字）,杭州三汇数字信息技术有限公司,0.8-1万/月,2
237,Java软件开发工程师,西安盈谷网络科技有限公司,0.7-1.1万/月,若干
238,Java高级开发工程师,陕西狮佰硕供应链管理有限公司,1-1.5万/月,2
239,Java开发工程师,浙江网新恩普软件有限公司,0.6-1.2万/月,5
240,高级JAVA开发工程师,邦正科技股份有限公司,0.8-1.2万/月,1
241,Java开发工程师,浙江大华技术股份有限公司,1-2万/月,若干
242,实施java开发,数尊信息科技（上海）有限公司,1-1.5万/月,2
243,Java开发工程师(职位编号：1),西安玖合网络科技有限责任公司,0.5-1万/月,4
244,Java中级开发工程师,西安忒亚电子科技有限公司,5-7千/月,2
245,Java中高级开发工程师（西安）,北京慧点科技有限公司,1-2万/月,3
246,Java开发工程师,力新国际（西安）科技有限公司,4-8千/月,1
247,java软件工程师(001432)(职位编号：ThunderSoft001432),中科创达新产品事业部,1-1.5万/月,2
248,高级JAVA工程师,陕西北斗金控信息服务有限公司,6-9千/月,1
249,java高级工程师（西安）,杭州数云信息技术有限公司,1.2-2.4万/月,6
250,Java高级工程师（西安）,浩云科技股份有限公司,0.8-1.6万/月,若干
251,Java开发工程师,陕西利元电力设备有限责任公司,8-10万/年,3
252,软件研发经理（JAVA）,西安银创多媒体有限责任公司,1-1.5万/月,1
253,Java开发工程师,上海思华科技股份有限公司,0.5-1万/月,若干
254,Java开发工程师,陕西速橘丰信息科技有限公司,6-8千/月,2
255,Java架构师,陕西淘丁实业集团有限公司,1.2-2.4万/月,1
256,JAVA开发工程师-西安,北京华晨阳通信技术有限责任公司,4-8千/月,10
257,Java开发工程师(职位编号：05),黑龙江立高科技股份有限公司西安研发分公司,0.6-1.2万/月,3
258,Java高级程序员,北京中航讯科技股份有限公司,1.2-2万/月,8
259,Java高级开发工程师,赛尔通信服务技术股份有限公司,0.8-1万/月,2
260,Senior Java Software Engineer / Java高级开发工程师,艾斯普(Aspira）,1-1.7万/月,5
261,JAVA开发-HXY(职位编号：NavInfo001499),北京四维图新科技股份有限公司,1-2万/月,3
262,JAVA高级工程师,西安华讯科技有限责任公司,1-1.5万/月,1
263,JAVA对日软件工程师（长期）,西安民盛计算机技术有限公司,2.5-3万/月,若干
264,Java高级开发工程师,中科金审（北京）科技有限公司,0.8-1.6万/月,3
265,Java开发工程师,西安乐轩软件技术有限公司,1-1.5万/月,3
266,高级Java软件开发工程师,美林数据技术股份有限公司,1-2万/月,3
267,Java高级开发工程师,西安景兆信息科技有限公司,0.8-1.5万/月,5
268,高级Java开发工程师（西安）,云积分科技有限公司,0.8-1.5万/月,2
269,Java开发工程师（中级）,西安悦泰科技有限责任公司,0.8-1.2万/月,2
270,Java开发工程师,大连东软思维科技发展有限公司,0.8-1万/月,若干
271,Java开发工程师（西安）,厦门市巨龙信息科技有限公司,0.6-1.5万/月,1
272,Java高级开发工程师,西安从零到一商务咨询有限公司,1.2-2.4万/月,2
273,Java开发工程师,陕西重构教育科技有限公司,0.5-1.2万/月,5
274,技术经理（java大数据）,厦门市美亚柏科信息股份有限公司,1.2-1.8万/月,若干
275,Java开发工程师,西安灵秀机电智能系统技术有限公司,6-8千/月,2
276,Java开发工程师,北京三维天地科技有限公司,0.8-1万/月,5
277,Java开发工程师,浙江盘石信息技术股份有限公司,0.7-1万/月,3
278,Java开发工程师,次元境界科技（北京）有限公司,1.2-2万/月,5
279,JAVA（电网及新能源发电业务）,紫光陕数大数据有限公司,0.9-2万/月,2
280,移动支付JAVA开发工程师,上海精宸科技股份有限公司,6-8千/月,若干
281,JAVA开发工程师（西安）,广州元曜软件有限公司,5-8千/月,1
282,初级JAVA软件工程师,南京臻信网络科技有限公司,5-8千/月,若干
283,Java高级开发工程师,北京中软国际信息技术有限公司,1-1.5万/月,若干
284,Java开发工程师,西安音科知维科技有限公司,0.5-1万/月,6
285,软件工程师（Java）,深圳市有方科技股份有限公司,8-15万/年,8
286,Java开发工程师,三星数据系统（西安）有限公司,0.7-1.5万/月,13
287,Java开发工程师,西安九索数据技术股份有限公司,0.6-1.2万/月,3
288,Java高级开发工程师,广誉远中药股份有限公司,1.2-2万/月,1
289,java软件工程师,西安中盛凯新技术发展有限责任公司,5-8千/月,若干
290,Java开发工程师,江河瑞通科技集团有限公司,0.8-1万/月,若干
291,java技术专家,珠海网博信息科技股份有限公司,1.5-2万/月,1
292,Java讲师（年薪15-20万）,西安智荟信息技术有限公司,1.5-2万/月,2
293,Java开发工程师,深圳市博安达信息技术股份有限公司,0.8-1.2万/月,1
294,ITEI-JAVA软件工程师（西安）(职位编号：vertiv000951),维谛技术有限公司,0.7-1.4万/月,1
295,JAVA开发工程师,深圳汇思诺科技有限公司,1-1.5万/月,若干
296,高级java web全栈工程师,西安知象光电科技有限公司,1.5-2万/月,2
297,Java开发工程师,西安志翔沣谷信息科技有限公司,0.6-1万/月,1
298,Java工程师,陕西医药控股集团派昂医疗器械有限公司,4.5-6千/月,2
299,Java开发工程师,西安交大长天软件股份有限公司,0.8-1.5万/月,若干
300,Java开发工程师,西安日间结算登记有限公司,0.5-1万/月,2
301,JAVA大学讲师 稳定+高福利(职位编号：HG003),陕西厚溥教育科技有限公司,5-9千/月,4
302,Java技术工程师(中级),上海今日信息科技有限公司,0.8-1.2万/月,5
303,Java中级开发工程师,陕西西建大聚慧软件科技有限公司,0.6-1.2万/月,6
304,Java中级开发工程师,渭南臻诚科技有限责任公司西安分公司,6-9千/月,4
305,Java开发工程师-西安(005750)(职位编号：glodon005750),广联达科技股份有限公司,1-1.5万/月,1
306,Java开发工程师（西安）,京北方信息技术股份有限公司,0.6-1万/月,若干
307,Java高级开发工程师,思安新能源股份有限公司,1-1.9万/月,1
308,Java开发工程师,广州新华时代数据系统有限公司,0.6-1万/月,5
309,校招-java开发工程师-西安-03674,武汉佰钧成技术有限责任公司,4.5-9千/月,20
310,Java软件开发工程师(职位编号：009),国家无线电频谱管理研究所,4.5-6千/月,2
311,JAVA中级开发人员（运-运营支撑产品部）,大唐电信科技股份有限公司,0.8-1万/月,5
312,Java开发工程师,北京硕人时代科技股份有限公司,6-8千/月,2
313,Java开发工程师,陕西思宇信息技术股份有限公司,0.8-1.3万/月,2
314,Java高级开发工程师,陕西马卡鲁信息技术有限公司,1-1.5万/月,3
315,Java中级开发工程师,江苏锐天信息科技有限公司西安分公司,0.8-1.2万/月,2
316,Java开发工程师,西安卓越软件开发有限公司,6-8万/年,3
317,Java开发工程师,陕西诺维北斗信息科技股份有限公司,1-1.5万/月,1
318,高级Java工程师,天图软件科技有限公司,1-1.5万/月,2
319,高级Java开发工程师（双休+五险一金+高薪）,西安政通信息技术有限公司,1-1.5万/月,若干
320,Java开发工程师,吉立富软件信息有限公司,4-8千/月,1
321,Java开发工程师,深圳兆日科技股份有限公司,1-2万/月,5
322,Java开发工程师,特力惠信息科技股份有限公司,0.8-1.3万/月,2
323,Java开发工程师及移动APP开发工程师,宁波英普瑞特供应链管理有限公司,0.4-1.5万/月,5
324,JAVA 软件开发工程师,南瑞集团有限公司,0.8-1.6万/月,30
325,Java开发工程师,泰为信息科技（上海）有限公司,1.1-2.5万/月,5
326,Java开发工程师（天津）,康德曼（北京）互联网技术有限公司,0.5-2万/月,5
327,高级Java开发工程师,中软国际科技服务有限公司,2-2.5万/月,2
328,Java开发工程师,陕西华表网络技术有限公司,1-1.5万/月,2
329,Java Web开发工程师,郑州信大捷安信息技术股份有限公司,0.8-1.5万/月,7
330,JAVA软件工程师,上海谷彦信息科技有限公司,0.8-1.2万/月,若干
331,Spring Cloud微服务java开发工程师,西安绿创电子科技有限公司,0.6-1.2万/月,5
332,Java***讲师,西北大学软件职业技术学院,3-4.5千/月,2
333,JAVA项目经理,广州优孚欧智能科技有限公司,1-1.5万/月,1
334,Java开发工程师(职位编号：005),西安市骅秦数码科技有限公司,0.8-1万/月,5
335,JAVA软件开发工程师,西安捷众软件科技有限公司,3-8千/月,12
336,Java高级开发工程师,河南魔力米信息科技有限公司,6-8千/月,若干
337,云方向业务部门_Java工程师,北京思特奇信息技术股份有限公司陕西分公司,0.5-1万/月,若干
338,Java高级开发工程师,北京华软金科信息技术有限公司,1.5-2万/月,2
339,软件工程师（Java）,天津市神州商龙科技股份有限公司,1-1.5万/月,若干
340,Java实习生,西安北科维拓科技有限公司,3-4.5千/月,若干
341,Java软件工程师,西安时代基因健康科技股份有限公司,4-6.5千/月,3
342,Java开发工程师,陕西太白山旅游网络科技有限公司,4.5-6.5千/月,2
343,Java讲师,陕西雅盛科教投资有限公司,1-1.5万/月,1
344,Java开发工程师,西安中科创星科技孵化器有限公司,0.7-1万/月,4
345,Java高级开发工程师-监控方案(职位编号：A004-2),赞同科技股份有限公司,0.7-2万/月,13
346,JAVA中高级开发人员,中国电信集团系统集成有限责任公司西安区域中心,0.8-1.2万/月,若干
347,Java开发工程师,西安民间金融街投资控股有限公司,0.8-1万/月,若干
348,Java高级开发工程师,亿阳信通股份有限公司,1-1.5万/月,若干
349,Java高级开发工程师,普元信息技术股份有限公司,0.8-1.5万/月,2
350,java高级软件工程师,西安驭思软件科技有限公司,0.8-1万/月,2
351,Java开发工程师,北京时代亿信科技股份有限公司,6-8千/月,3
352,高级Java开发工程师,西安冠群信息技术有限公司,1-1.5万/月,若干
353,Java开发工程师,上海屹通信息科技发展有限公司,6-8千/月,2
