id,jobs,firms,salary,nums0
67,C++软件开发工程师,西安知象光电科技有限公司,15-30万/年,2
69,软件开发工程师,北京四方继保自动化股份有限公司,0.9-1.2万/月,2
76,3D图形/图像算法工程师,西安中科创星科技孵化器有限公司,2.5-3.5万/月,2
78,Linux开发工程师,深圳市儒科电子有限公司,0.8-1万/月,2
82,应用软件开发工程师（C++方向）,北京华如科技股份有限公司,0.8-1万/月,2
83,C++开发工程师,北京超图软件股份有限公司,0.8-1万/月,2
85,并行计算研发工程师,英特工程仿真技术（大连）有限公司,0.8-1.5万/月,2
96,C/C++软件开发工程师(智能交通)(职位编号：uniview001211),浙江宇视科技有限公司,0.6-1.2万/月,2
105,高级软件工程师,新拓三维技术（深圳）有限公司,1-1.5万/月,2
109,高级C++/软件开发工程师,陕西恒通智能机器有限公司,1-2万/月,2
111,C++中级开发工程师,深圳市德卡科技股份有限公司,5-7千/月,2
116,3D点云算法开发工程师,西安知象光电科技有限公司,2-3万/月,2
117,三维图形学软件工程师,西安知象光电科技有限公司,20-30万/年,2
121,研发项目经理(职位编号：201803),西安泛华科技开发有限公司,0.9-1.4万/月,2
123,软件设计工程师(职位编号：201702),西安泛华科技开发有限公司,0.7-1万/月,2
8,软件工程师（C++/QT方向）(J10105),西安诺瓦电子科技有限公司,1-1.5万/月,1
15,嵌入式软件工程师,西安希德雷达科技有限公司,0.8-1.3万/月,1
21,软件工程师,西安奇维科技有限公司,0.8-1.2万/月,1
33,仿真系统项目经理(职位编号：fangzhen),西安羚控电子科技有限公司,0.8-1.5万/月,1
34,高级软件工程师XA-XT-011,深圳奥比中光科技有限公司,0.8-1.5万/月,1
36,C++高级开发工程师,山西科泰航天防务技术股份有限公司,1-1.5万/月,1
39,软件工程师,宁波和利时智能科技有限公司,1-1.5万/月,1
45,上位机软件工程师（西安）,北京理工雷科电子信息技术有限公司,1-1.5万/月,1
47,C++高级开发工程师,陕西淘丁实业集团有限公司,0.8-1.2万/月,1
49,.C/C++开发工程师,西安午阳信息科技有限责任公司,1-1.5万/月,1
51,软件工程师,西安艾索信息技术有限公司,1-1.5万/月,1
58,嵌入式软件工程师,中航创世机器人（西安）有限公司,0.8-1.5万/月,1
71,嵌入式软件工程师,北京华脉世纪石油科技有限公司,5-7千/月,1
72,研发总监,一诺仪器（中国）有限公司,3-4万/月,1
73,高级软件开发工程师,陕西银河景天电子有限责任公司,1-3万/月,1
74,C++开发工程师,北京十安赛恩科技有限公司,0.8-1.5万/月,1
77,C++、C#开发工程师,苏州思源科安信息技术有限公司,1-1.5万/月,1
79,算法软件工程师,宏�v图像科技（上海）有限公司,0.8-1.5万/月,1
86,高级软件工程师(职位编号：003),湖北迈可威通信技术有限公司,0.8-1.7万/月,1
87,应用软件工程师,西安合众思壮导航技术有限公司,0.8-1万/月,1
100,软件工程师,西安希德雷达科技有限公司,0.8-1.2万/月,1
104,驱动工程师,西安合谱声学科技有限公司,0.8-1.5万/月,1
110,C++高级开发工程师,深圳市德卡科技股份有限公司,1-1.5万/月,1
114,高级软件工程师(职位编号：FC-S-H.A),江苏锐天信息科技有限公司西安分公司,1.2-1.6万/月,1
115,3D成像扫描算法工程师,西安知象光电科技有限公司,1.5-3万/月,1
